CCENTRO;DCENTRO;EMAIL;TELEFONO
50400009;ASOCIACIÓN DE PROFESORES DE E.O.I. DE AR;apeioia@gmail.com;976.357.400
50400010;ASOCIACIÓN DE PROFESORES DE ESPAÑOL EN A;;
50400011;ASOCIACIÓN DE PROFESORES DE FRANCÉS DE A;asocfran@gmail.com;976.467.000
50400012;ASOCIACIÓN SEXOLÓGICA DE ARAGÓN;;
50400013;CAJA DE AHORROS Y MONTE DE PIEDAD DE ZAR;ib301014@public.ibercaja.es;976.767.676
50400014;CÁMARA DE COMERCIO E INDUSTRIA DE ZARAGO;cci@camarazaragoza.com;976.306.161
50400015;CENTRO DE SOLIDARIDAD DE ZARAGOZA;csz@pangea.org;976.331.775
50400016;CENTRO OBRERO DE FORMACIÓN (CODEF);;
50400017;COL.OF.DE DOCT.Y LIC. EN FILOSOFÍA, LETR;secretaria@cdl-aragon.es;976.554.266
50400018;COLEGIO OFICIAL DE LICENCIADOS EN EDUCAC;colefa@telefonica.net;976.511.312
50400019;CENTRAL SINDICAL INDEPENDIENTE Y DE FUNC;formacion@csi-csif.es;976.221.728
50400020;FEDERACIÓN ARAGONESA DE COROS;federarcor@eresmas.com;976.235.840
50400021;FEDERACIÓN ARAGONESA DE ESGRIMA;rfee@ibm.net;658.313.862
50400022;FED. ARAGONESA DE SINDICATOS DE ENSEÑANZ;fedens@cgt.es;976.392.306
50400023;FEDERACIÓN DE ASOCIACIONES DE EDUCACIÓN ;;
50400024;FEDERACIÓN DE ASOCIACIONES GITANAS DE AR;faga_aragon@yahoo;976.253.270
50400025;FEDERACIÓN ENSEÑANZA DE CC.OO.;;976.158.704
50400026;FEDERACIÓN DE ENSEÑANZA DE UGT DE ARAGÓN;fete@aragon.ugt.org;976.700.117
50400027;FED.SINDICATOS INDEPENDIENTES DE ENSEÑAN;fsie.aragon@fsie.es;976.438.233
50400028;FERE CECA ARAGÓN;FERECECAARAGON@FERECECA.ES;976.385.852
50018908;PALMAS PALMITAS;emartinez@mariadehuerva.es;976.124.728
50400029;FORUM EUROPEO DE ADMINISTRADORES DE LA E;alorente@aragon.es;609.771.849
50400030;FUNDACIÓN ADUNARE;adunare@adunare.org;976.223.214
50400031;FUNDACIÓN CORAZONISTA ANDRÉS COINDRE;scorazonz@planalfa;
50400032;FUNDACIÓN DOWN 21 PARA EL SÍNDROME DE DO;fundacion@down21zaragoza.org;976.388.855
50400033;FUNDACIÓN GENES Y GENTES;;
50400034;FUNDACIÓN OXFAM INTERMÓN;;
50400035;FUNDACIÓN JESÚS RICARDO ZALDÍVAR GRACIA;jrsmaria@cece.es;976.295.720
50400036;FUNDACIÓN REY DEL CORRAL DE INVESTIGACIO;fimaragon@terra.es;976.200.256
50400037;"INSTITUCIÓN ""FERNANDO EL CATÓLICO""";ifc@dpz.es;976.288.878
50400038;MOVIMIENTO CONTRA LA INTOLERANCIA;mci.aragon@posta.unizar.es;976.280.756
50400039;UNICEF-COMITÉ DE ARAGÓN;aragón@unicef.es;976.225.494
50400040;ASOCIACIÓN CULTURAL SABIL;sabil@posta.unizar.es;670.956.637
50400041;ASOCIACIÓN DE PSICOPEDAGOGÍA Y FORMACIÓN;asociacionpfp@yahoo.es;976.552.040
50400042;ASOCIACIÓN ESPAÑOLA DE NIÑOS SUPERDOTADO;asenid@eresmas.com;976.552.040
50400043;FEDERACIÓN ARAGONESA DE DEPORTES TRADICI;fedeptra@navegalia.com;976.730.611
50400044;FEDERACIÓN DE EMPRESAS QUÍMICAS DE ARAGÓ;feqpa@feqpa.com;976.320.000
50400045;FUNDACIÓN REY ARDID;fundacion@reyardid.org;976.740.602
50400046;FUNDACIÓN UNCASTILLO CENTRO DEL ROMÁNICO;;976.679.121
50400047;D.G.TRABAJO DEL DEPARTAMENTO DE ECONOMÍA;;
50400048;ESCUELA OFICIAL DE IDIOMAS DE EJEA DE LO;;976.663.544
50400049;FUNDACIÓN ECOLOGÍA Y DESARROLLO;;976.298.282
50400050;CONFED. DE LA PEQUEÑA Y MEDIANA EMPRESA ;;976.766.060
50400051;SERVICIO DE LENGUA Y CULTURA ESPAÑOLA PA;pchueca@unizar.es;976.761.047
50400052;DTO PRODUCCIÓN ANIMAL Y CIENCIA DE LOS A;;976.792.132
50400053;SOC.ARAG. PROFESORES MATEMÁTICAS PEDRO S;;976.761.047
50400054;FED.SINDICATOS TRABAJADORES DE LA ENSEÑA;;
50400055;FEDERACIÓN ARAGONESA  DE EDUCACIÓN DE AD;;
50400056;ASOC. ESPAÑOLA CONTRA EL CÁNCER. JUNTA P;;
50400057;SOCIEDAD ESPAÑOLA DE INVESTIGADORES EN E;;
50400058;LIGALLO DE FABLANS DE L'ARAGONES;;
50400059;FUND. ARAG. PREVENCIÓN Y EL TRATAMIENTO ;;
50400060;FUNDACIÓN CENTRO DE SOLIDARIDAD DE ZARAG;;
50400061;INSTITUTO ARAGONÉS DE ANTROPOLOGÍA;;
50400062;D.G.CONSUMO DEL DTO DE SANIDAD, CONSUMO ;;
50400063;CENTRO DE ESTUDIOS DAROCENSES;;976.800.540
22010724;DE LA COMARCA DE SOBRARBE;comarca@sobrarbe.com;974.500.557
50400064;INSTITUTO DE CIENCIAS DE LA EDUCACIÓN;;976.761.047
50400065;ÁREA DE CULTURA DE LA DIPUTACIÓN PROVINC;;976.288.870
50400066;FEDERACIÓN DE ENSEÑANZA DE USO ARAGÓN;aragon@feuso.es;976.594.300
50400067;ASOCIACIÓN DE INSPECTORES DE EDUCACIÓN (;;
50400068;DIRECCIÓN GENERAL DE F.P.  Y EDUCACIÓN P;;
50400069;DEPARTAMENTO DE CULTURA Y TURISMO;;
50400070;INSTITUT FRANCAISE;;
50400071;DTO. DE CIENCIAS DE LA EDUCACION UNIVERS;;
50400072;UGT ARAGON;;976.700.100
50400073;CONSEJO ARAGONÉS DE FORMACIÓN PROFESIONA;;
50400074;FUNDACIÓN BERNARDO  ALADRÉN;;
50400075;ASOCIACIÓN PARA LA ENSEÑANZA DE LA ASTRO;;
50400076;CONSEJO ESCOLAR DE ARAGÓN;;
50400077;DIRECCIÓN GENERAL DE F.P. Y EDUCACIÓN PE;;
50400078;DIRECCIÓN GENERAL DE SALUD PÚBLICA;pgonzalvo@aragon.es;3.773
50400079;DEPARTAMENTO DE CIENCIAS DE LA TIERRA DE;;
50400080;SOCIEDAD ESPAÑOLA DE ESTUDIOS CLÁSICOS. ;;
50400081;ESCUELA OFICIAL DE IDIOMAS Nº1;adjunto.eoi1z@gmail.com;976.568.034
50400082;INICIATIVA CIUDADANA CONVIVE;;
50400083;E.O.I. FERNANDO LÁZARO CARRETER DE ZARAG;;
50018891;LAS HABLILLAS;ayuntamiento@cuartedehuerva.es;976.937.018
50018076;PEQUEÑOS MAESTROS;alejandra.reguero@hotmail.com;876.113.550
44010197;EL PARQUE;ayuncedrillas@terra.es;978.774.001
50018088;FRANCISCA GIL DE LA RIVA;mores@dpz.es;976.826.494
50018091;COLORADO COLORÍN;aytoariza@terra.es;680.460.422
50018106;DE MAELLA;oficinas.maella@dpz.es;976.638.316
50018118;DE QUINTO;quinto@dpz.es;976.177.673
44010161;SOLETES;ceisoletes@hotmail.com;978.834.909
22010402;XIQUETS;xiquets@fraga.org;974.470.877
44010291;DE UTRILLAS;ayuntamiento@utrillas.org;978.757.001
50018386;EL ARKA;cei.elarka@hotmail.com;976.254.985
50018246;VALDESPARTERA;cpvaldespartera@educa.aragon.es;976.933.599
50018258;MARIE CURIE;cpmarquesc@educa.aragon.es;976.478.841
50018261;RÍO SENA;cpmiralbueno@educa.aragon.es;876.266.599
50018283;FORO ROMANO;ceipfororomano@educa.aragon.es;976.509.824
50018295;ZARAPEQUES;zarapeques@gmail.com;675.802.808
44700165;CENTRO ARAG. DE TECNOLOG. PARA LA EDUCAC;catedu@educa.aragon.es;978.841.086
50017849;EL TREN CHU-CHU;centroeltrenchuchu@gmail.com;976.393.046
50017825;DE ESCATRÓN;escatron@dpz.es;976.170.006
50017837;DE TARAZONA;bsancho@tarazona.es;976.641.141
44600122;CUEVA SANTA;irene-palomar@hotmail.com;978.605.803
50017965;DE BOQUIÑENI;boquinen@dpz.es;976.652.201
22010751;ATALIA;aytoalmuniadesanjuan@aragon.es;974.403.003
44010215;ANTÓN GARCÍA ABRIL. CIUDAD DE TERUEL;escuela@bandamusicateruel.com;978.608.687
50017953;BLANCANIEVES;maluenda@dpz.es;976.893.007
50017977;DE BREA DE ARAGÓN;brea@dpz.es;976.824.641
50017989;NERTÓBRIGA;ricla@dpz.es;976.606.296
22010360;@S`CRI@S;guardealmudevar@hotmail.com;974.250.678
44010227;SAGALETS (AULA DE LA FRESNEDA);administracion@matarranya.org;978.890.860
44010239;SAGALETS (AULA DE FUENTESPALDA/FONTDESPA;fondespala@telefonica.net;978.856.750
22010414;SANTA MARGARITA;ossodecinca@ossodecinca.es;974.456.040
22010426;DE BELVER DE CINCA;aytobelver1@telefonica.net;650.824.672
44010264;DE TORRECILLA DE ALCAÑIZ;ayto-torrecilla@mezquin.com;978.852.127
44010276;LA SELVETA;selveta@alcaniz.es;978.830.083
44010203;JUAN LORENZO PALMIRENO;cppalmireno@educa.aragon.es;978.831.338
50018121;OCTAVUS;cputebo4@educa.aragon.es;976.462.539
50018131;JEAN PIAGET;ceepgozaragoza@educa.aragon.es;976.799.837
50018143;LUCIEN BRIET;cpjuszaragoza@educa.aragon.es;976.743.516
22010372;DE GURREA DE GÁLLEGO;ayuntamiento@gurreadegallego.es;976.688.375
22600333;DUMBO;joseantonioyreyes@hotmail.com;974.306.039
22600345;BABY EXPRESS;mesquitero@terra.es;974.470.758
22600357;EL RELOJ;pacheco.ainos@hotmail.com;974.472.132
22600394;PINOCHO;;974.360.055
50600907;MIRAFLORES;marigu8b@gmail.com;976.215.911
50600932;PANDA;panda@aceinzar.es;976.519.248
50600944;PARDAL;gbaraza@telefonica.net;976.314.747
50012001;INSTITUTO UNIVERSITARIO DE MATEMÁTICAS Y;;
44010252;DE MONTALBÁN;ayuntamiento@montalban.org;978.750.001
50018210;ARCO IRIS;ayuntamiento@carinena.es;654.623.849
44010240;LA CODOÑERA;aytolacodonnera@aragon.es;978.852.307
50018179;LA RUELLA;mequinenza@dpz.es;974.464.385
22010736;CHAVALINES;aytofiscal@aytofiscal.es;974.503.369
50600956;PATINETE;patinetezgz@hotmail.com;976.281.964
50600968;PETER PAN;melocorbacho@hotmail.com;976.336.405
50600971;PETETE;petete_zaragoza@hotmail.com;976.237.579
50600981;QUERUBIN 2;querubin@aceinzar.es;976.496.676
50018180;LA PARVADICA;laparvadica@gmail.com;976.139.639
50018192;LA PIRAÑA;einfantil-pirana@zaragoza.es;976.493.670
50601018;VIRGEN NIÑA;guarderiavirgennina@gmail.com;976.333.451
50600117;VIRGEN DE LA OLIVA;givirgendelaoliva@educa.aragon.es;976.661.144
50600129;SAN ANTONIO DE PADUA;gisanantonio@educa.aragon.es;976.864.436
50600130;ARAGÓN;giaragon@educa.aragon.es;976.385.033
50600142;INMACULADA CONCEPCIÓN;giinmaculada@educa.aragon.es;976.332.078
50600166;SANTA MARÍA DEL PILAR;gismdelpilar@educa.aragon.es;976.272.487
44600080;DE MORA DE RUBIELOS;guardemora@hotmail.com;978.806.031
44600134;MAFALDA;conchasorianodomingo@yahoo.es;978.608.653
44600021;SANTO ÁNGEL CUSTODIO;guarderiasantoangelalcanniz@aragon.es;978.870.960
50600531;NTRA. SRA. DE LOURDES;jluisjuste@telefonica.net;976.753.882
50006724;LICEO EUROPA;info@liceoeuropa.com;976.565.000
50900101;CENTRO DEL LIBRO DE ARAGÓN;;976.106.800
22010347;DE ALTORRICÓN;ayuntamiento@altorricon.org;974.425.002
50017941;EL BARQUITO DE PAPEL;barquitodepapelsm@yahoo.es;976.535.762
50018234;PEQUEÑOS MAESTROS AZUCARERA;cei.locomotora@hotmail.com;976.296.554
50018209;ZAGALICOS;ceizagalicos@hotmail.es;976.774.005
50600105;NUESTRA SEÑORA DEL CARMEN;ginsdelcarmen@educa.aragon.es;976.884.103
50600592;MAFALDA; marcocasado002@gmail.com;976.885.996
22600060;LA PAZ;gilapaz@educa.aragon.es;974.313.844
50600567;LA CARIDAD;fundacion@lacaridad.org;976.228.891
50017382;CHICOTES;susa_chicotes@yahoo.es;976.395.221
50601110;EL GARABATO;garabato@telefonica.net;976.322.710
50600993;QUERUBIN;;976.340.162
22010323;PIRINEOS-PYRÉNÉES;cppirhuesca@educa.aragon.es;974.213.678
50017862;AGUSTINA DE ARAGÓN;cpaarzaragoza@educa.aragon.es;976.799.499
50017874;EL ESPARTIDERO;cpespartidero@educa.aragon.es;976.582.061
50017898;REINO DE ARAGÓN;cpreinoaragon@educa.aragon.es;976.108.232
50017904;GALO PONTE;cpsmateo@educa.aragon.es;976.683.030
50017916;SAN ROQUE;ceipsanroque@educa.aragon.es;976.124.211
22600072;NUESTRA SEÑORA DE SAN LORENZOS;gisanlorenzo@educa.aragon.es;974.223.138
22600084;NUESTRA SEÑORA DE LA ALEGRÍA;ginsdelaalegria@educa.aragon.es;974.401.626
22600126;SANTA MARÍA LA BLANCA;aytoberbegal@aragon.es;974.301.001
22600230;DE LASPUÑA;lavalle@ctv.es;974.505.051
50018052;PATINETE;patinetezgz@hotmail.com;976.791.916
50018064;MI COLE;cei_micole@hotmail.com;876.266.235
44010562;DE AGUAVIVA;ayunagua@arrakis.es;978.848.234
44010574;DE BRONCHALES;ayuntamiento@bronchales.es;608.419.386
50018982;GLORIA FUERTES-PINSORO;escuelainfantil@aytoejea.es;976.677.556
50018933;MARGARITA;rcanon@calatayud.es;976.883.747
22010311;LA MAINADA;educacioninfantil@benasque.org;974.552.086
22010335;TRIAMOLETA;ayto@panticosa.es;974.487.016
50017931;LA COMETA;ayuntamiento@elburgodeebro.es;976.105.083
50017990;MI MUNDO;cei_mimundo@yahoo.es;976.124.679
50600154;MONSALUD;gimonsalud@educa.aragon.es;976.326.291
50900113;ESCUELA ARAGONESA DEL DEPORTE;escadeporte@aragon.es;976.714.621
22010359;LA CANALLA;aytobenabarre@aragon.es;974.543.310
22010700;DE TORRENTE DE CINCA;ayto.torrente@gmail.com;974.467.000
44010513;DE SANTA EULALIA;leonor@santaeulaliadelcampo.com;978.860.000
50018222;LA PAZ;escuelademusicalapaz@gmail.com;976.742.931
44010288;SALVADOR SALVADOR NAVARRO;secretaria@aytoescucha.com;978.757.925
22010529;VALLE DE BIELSA;secretaria@bielsa.com;974.501.000
22010542;ANDARINES;eiandarines1@gmail.com;974.280.151
44010458;DE CALACEITE;aytocalaceite@aragon.es;680.426.552
44010173;DE OJOS NEGROS;aytoojosnegros@aragon.es;978.865.257
44010185;SAGALETS (AULA DE MAZALEÓN);administracion@matarranya.org;978.890.860
50018027;DE SÁDABA;ayuntamiento@sadaba.es;976.675.433
50018039;ISABEL DE ARAGÓN;epila@dpz.es;976.603.452
44010471;DE RUBIELOS DE MORA;secretaria@aytorubielosdemora.com;978.804.144
44010495;DE VALDERROBRES;eeivalderrobres@hotmail.es;978.890.309
44010501;SAGALETS (AULA DE VALJUNQUERA);aytovaljunquera@gmail.com;978.899.045
50018581;CHIRIBILLAS;alfamen@dpz.es;976.626.210
50018593;DE ALPARTIR;alpartir@dpz.es;976.813.149
50018611;DE MORATA DE JALÓN;oficina@moratadejalon.org;976.605.018
50018623;PASICOS;alcaldia.muel@dpz.es;976.140.100
50018647;DE ONTINAR DE SALZ;alcalde@ontinardesalz.com;625.179.633
50018659;RENACUAJOS;pastriz@dpz.es;976.583.407
50018660;DE UNCASTILLO;AYTO.UNCASTILLO@terra.es;976.679.001
50018672;LA ESTRELLA;agomezcurto@ayto-utebo.es;976.773.758
50017886;LA AZUCARERA;iesazuzaragoza@educa.aragon.es;976.478.383
44010151;DE VALDERROBRES;aytovalde.secretaria@valderrobres.es;978.850.745
50018696;RISETAS;risetas@gmail.com;976.775.557
50018702;KID'S GARDEN REYES DE ARAGÓN;info@kidsgardenaragon.es;976.561.370
50018842;DE LA PUEBLA DE ALFINDÉN;ieslapuebla@educa.aragon.es;976.107.602
50600622;CLARA DE ASIS;guarderia_clarasis@yahoo.es;976.150.412
50600609;BAMBI-CASETAS;macsabla@ono.com;976.787.082
22010438;DE GURREA DE GÁLLEGO;escuelainfantilgurreadegallego@gmail.com;976.688.095
44010321;EL CASTILLO;hijar@hijar.com;978.820.508
50018349;LOS IBONES;einfantil-oliver@zaragoza.es;976.489.160
50018350;BRIOLETAS;einfantil-santaisabel@zaragoza.es;976.588.546
50018362;MARÍA URREA;einfantil-acturnorte@zaragoza.es;976.737.716
50018374;LA PAZ;einfantil-lapaz@zaragoza.es;976.272.348
22010463;LAS PAJARITAS;secretaria@huesca.es;974.245.988
22010475;DE NUENO;guardaytonueno@yahoo.es;974.101.608
44010331;DE ALBALATE DEL ARZOBISPO;ayuntamiento@albalatedelarzobispo.com;978.813.980
50018404;DE FUENDEJALÓN;fuendejalon@dpz.es;976.862.449
50018441;DE FUENTES DE EBRO;ayuntamiento@fuentesdeebro.es;976.169.120
22010487;DE BARBASTRO;escuelainfantil@barbastro.org;974.269.082
50018271;ROSALES DEL CANAL;cprdczaragoza@educa.aragon.es;876.241.565
22010499;DE PERALTA DE ALCOFEA;secretaria@peraltadealcofea.org;974.301.162
22010505;DE PUENTE LA REINA DE JACA;aytopuentelareinadejaca@hotmail.com;974.377.201
44010343;DE ALBARRACÍN;egomez@albarracin.es;978.700.392
44010367;LA REPLACETA;ayuntamientofoz@hotmail.com;978.846.951
50018489;EL CASTILLO;alsierra@dpz.es;976.627.222
44010380;DE TERUEL (SAN BLAS);educacion@teruel.net;978.221.839
50018416;CLARA CAMPOAMOR RODRÍGUEZ;iesclaracampoamor@educa.aragon.es;976.506.628
50018428;TORRE DE LOS ESPEJOS;iestorredelosespejos@educa.aragon.es;976.772.475
44010392;DE CANTAVIEJA;ayuntamiento@cantavieja.es;964.185.001
50018520;DE LUCENI;luceni@dpz.es;976.652.003
50018532;LA CUNICA;lacunica@hotmail.com;976.653.001
50018751;DE BUJARALOZ;aytobujaraloz@hotmail.com;976.173.241
50018465;DE NOVILLAS;novillas@dpz.es;976.861.084
50018477;DE JARABA;jaraba@dpz.es;680.805.485
44010379;SANTA ENGRACIA;aytomosqueruela@terra.es;978.807.007
50018490;PEDUGUINES;cei_peduguines@hotmail.com;876.246.240
50018507;JUEGO Y APRENDO;direccion@juegoyaprendo.net;976.508.382
22010517;DE ALCAMPELL;secretaria@alcampell.net;974.420.952
22010554;DE FONZ;administracion@fonz.es;974.412.001
44010483;DE TERUEL (BARRIO ARRABAL);educacion@teruel.net;978.609.120
50018601;GARABATOS;belchite@dpz.es;976.830.749
50018040;NUESTRA SEÑORA DE LORETO;lorena.gil@kidsco.es;976.709.090
50018155;MOLINER;fernandoromeroterrel@gmail.com;976.385.759
22010384;ESCUELA DE MONTAÑA DE ALQUÉZAR;era@prames.com;974.318.966
50018325;GLORIA FUERTES;escuelainfantil@aytoejea.es;976.677.556
50018313;ZAGALICOS;zagalicos@villanuevadegallego.org;976.451.342
50018453;LAS TORRES DE MONTECANAL;info@guarderiamontecanal.com;976.751.939
22010451;JOSÉ MARÍA CAMPO;escuelademusicaainsa@gmail.com;974.500.074
50018337;EL TREN;einfantil-tren@zaragoza.es;976.280.360
22010441;ALBADA;vicentelachen@gmail.com;974.240.983
50018398;ZAGALINES;direccion@zagalines.es;976.391.061
44010306;RICARDA GONZALO DE LIRIA;ayuntamiento@monrealdelcampo.com;978.863.008
50018301;BALTASAR GONZÁLEZ;esc.inf.bgonzalez@hotmail.es;976.868.277
22010396;KID'S GARDEN HUESCA;info@kidsgardenhuesca.com;974.701.211
50018167;ÉRASE UNA VEZ;duendeduca@gmail.com;976.736.464
22010301;ABABOL;ayuntamiento@binaced.org;974.427.001
50017850;EL DUENDE DEL BOSQUE;el_duende_del_bosque@hotmail.com;976.787.520
50018519;CHIQUILINES;info@guarderiachiquilines.es;976.934.709
50018881;EL ANDÉN;einfantil-delicias@zaragoza.es;976.348.103
44004550;FERNANDO LÁZARO CARRETER;iesutrillas@educa.aragon.es;978.758.050
44004562;MANUEL FRANCO ROYO;cpmfrandorra@educa.aragon.es;978.843.515
44005207;LOBETANO;iesalbarracin@educa.aragon.es;978.710.215
44005220;DE ANDORRA;cpeaandorra@educa.aragon.es;978.880.454
44010008;ESCUELA DE MÚSICA;secretario@alcorisa.org;978.840.705
44010011;ESCUELA DE HOSTELERÍA Y TURISMO DE TERUE;esuhosteruel@educa.aragon.es;978.600.135
44010021;DE TERUEL;eoiteruel@educa.aragon.es;978.863.511
44010033;DE TERUEL;iesutrillas@educa.aragon.es;978.758.050
44010045;DE TERUEL;eoiteruel@educa.aragon.es;978.730.137
50004703;ALFONSO I EL BATALLADOR;cpabtauste@educa.aragon.es;976.854.192
50017291;NUESTRA SEÑORA DE LA PAZ;ceintrasradelapaz@hotmail.com;976.272.789
50017308;LA VIRGEN NIÑA;mmdominivic@yahoo.es;976.379.296
50017311;DE ARAGÓN;administracion@esda.es;976.237.545
50004545;JOAQUÍN COSTA;cpjctarazona@educa.aragon.es;976.640.614
50004570;SAGRADA FAMILIA;sfamiliaz@planalfa.es;976.640.768
50004594;NTRA. SRA. DEL PILAR;cpilartarazona@hotmail.com;976.640.500
50011355;DEL EBRO;cragelsa@educa.aragon.es;976.176.626
50011367;VICORT-ISUELA;craelfrasno@educa.aragon.es;976.609.376
50011379;LA HUECHA;cramagallon@educa.aragon.es;976.858.178
50011380;ORBA;craorba@educa.aragon.es;976.140.387
50011392;LA CEPA;crapaniza@educa.aragon.es;976.622.940
50011409;LA SABINA;cravillafrancae@educa.aragon.es;976.167.183
50011410;LOS BAÑALES;crasadaba@educa.aragon.es;976.675.290
50011422;BAJO GÁLLEGO;cralecinena@educa.aragon.es;976.168.084
22000585;RAMÓN Y CAJAL;cpayerbe@educa.aragon.es;974.380.028
22002405;SAN JOSÉ;ceisanjosehuesca@yahoo.es;974.220.774
22002417;SANTA ANA;santaanahu@planalfa.es;974.220.270
22002430;SAN BERNARDO;salesianos.huesca@salesianos.org;974.221.800
22002466;SANTA ROSA-ALTOARAGÓN;santarosa.altoaragon@colegiosfec.com;974.238.625
22002478;SAN VIATOR;csv59hue@planalfa.es;974.238.112
50005495;SANSUEÑA;sansuena@fomento.edu;976.561.000
22003902;SAN ALBERTO MAGNO;iesamsabinanigo@educa.aragon.es;974.480.179
22003926;MIGUEL SERVET;cpsenegue@educa.aragon.es;974.484.300
50002937;MANLIA;cpcmmallen@educa.aragon.es;976.850.394
50003711;LA PORTALADA;cppastriz@educa.aragon.es;976.583.049
50003735;CERVANTES;cppedrola@educa.aragon.es;976.615.281
50010478;CIUDAD DE ZARAGOZA;cpczazaragoza@educa.aragon.es;976.314.620
50010481;CORTES DE ARAGÓN;cpcarazaragoza@educa.aragon.es;976.512.111
50010491;SANTIAGO HERNÁNDEZ;iesshezaragoza@educa.aragon.es;976.324.200
50011434;DE FUENTES DE EBRO;cpeafuentes@educa.aragon.es;976.169.090
50011446;GÓMEZ LAFUENTE;cpeaglazaragoza@educa.aragon.es;976.469.146
50011124;CUEVAS DEL JALÓN;cracuevasdeljalon@educa.aragon.es;976.601.617
22000071;ASUNCIÓN PAÑART MONTANER;cpainsa@educa.aragon.es;974.510.040
22000056;VERO-ALCANADRE;craadahuesca@educa.aragon.es;974.318.297
50006931;JESÚS REPARADOR;agusa_69@yahoo.es;976.221.388
44005104;VALLE DEL GUADALOPE;iescalanda@educa.aragon.es;978.846.002
44005116;GÚDAR-JAVALAMBRE;iesmora@educa.aragon.es;978.800.409
44005128;SIERRA PALOMERA;iescella@educa.aragon.es;978.653.312
44005131;ALGARS;cracretas@educa.aragon.es;978.890.473
44004483;JAVALAMBRE;cramanzanera@educa.aragon.es;978.781.813
44004495;SIERRA DE ALBARRACÍN;cratramacastilla@educa.aragon.es;978.706.940
44002541;TERUEL UNO;craperalesa@educa.aragon.es;978.775.282
50005276;PINTOR PRADILLA;cpppvillanuevag@educa.aragon.es;976.180.178
50005291;SAN BLAS;ceipsanblas@educa.aragon.es;976.143.493
50005331;FERNANDO EL CATÓLICO;cpvillarrealh@educa.aragon.es;976.807.219
22003215;JOAQUÍN COSTA;cpjcmonzon@educa.aragon.es;974.400.819
22003239;SANTO DOMINGO SAVIO;colegio.monzon@salesianos.org;974.416.888
22003252;SANTA ANA;santaanam@colegiosaragon.org;974.400.721
22003276;MINTE;colegio.minte@telefonica.net;974.416.835
50009166;JOSÉ MANUEL BLECUA;iesjmbzaragoza@educa.aragon.es;976.258.620
22001073;VÍCTOR MENDOZA MENDOZA;cpbinefar@educa.aragon.es;974.428.350
22001085;VIRGEN DEL ROMERAL;virgenromeral@colegiosaragon.org;974.428.084
50010511;TIEMPOS MODERNOS;centro@iestiemposmodernos.com;976.525.302
50010533;CABAÑAS;iesalmunia@gmail.com;976.812.480
50003206;LUCAS ARRIBAS;cpmorataja@educa.aragon.es;976.605.293
50001088;SALVADOR MINGUIJÓN;cpsmcalatayud@educa.aragon.es;976.881.671
50001121;SANTA ANA;secretaria@santanacalatayud.com;976.882.022
50001167;LEONARDO DE CHABACIER;ieslchcalatayud@educa.aragon.es;976.881.015
50001179;EMILIO JIMENO;iesejcalatayud@educa.aragon.es;976.881.009
50000151;NTRA. SRA DEL CASTILLO;nscastillo@nscastillo.com;976.610.290
50000862;SANTA ANA;santanaborja@telefonica.net;976.867.140
50000874;JUAN DE LANUZA;iesborja@educa.aragon.es;976.867.368
50000904;DIPUTACIÓN PROVINCIAL;cpbrea@educa.aragon.es;976.824.333
22003288;JOSÉ MOR DE FUENTES;iesmonzon@educa.aragon.es;974.401.630
22001191;VIRGEN DE LA SOLEDAD;cpbolea@educa.aragon.es;974.272.562
22001218;DE BOLTAÑA;ehboltana@educa.aragon.es;974.502.470
44003077;LAS VIÑAS;semimen@planalfa.es;978.617.115
44003090;PIERRES VEDEL;cppvteruel@educa.aragon.es;978.603.257
44003107;MIGUEL VALLÉS;cpmvteruel@educa.aragon.es;978.603.911
44003120;LAS ANEJAS;cplateruel@educa.aragon.es;978.603.587
50003048;MARÍA QUINTANA;cpmequinenza@educa.aragon.es;974.464.270
22004773;LUCAS MALLADA;ieslmahuesca@educa.aragon.es;974.244.834
22004839;MONTE OROEL;monteoroel@monteoroel.org;974.356.459
22004840;ARAGÓN;cparmonzon@educa.aragon.es;974.400.314
50011136;EL ENEBRO;crasabinan@educa.aragon.es;976.825.560
50011148;ARANDA-ISUELA;cragotor@educa.aragon.es;976.821.078
50011161;RÍO RIBOTA;craaninon@educa.aragon.es;976.896.128
50011173;EL MIRADOR;cramoros@educa.aragon.es;976.847.027
50009646;MARÍA-SORIANO;colegiomaria.soriano@gmail.com;976.338.976
50009348;AVEMPACE;avempace@avempace.com;976.518.666
50008952;RAMÓN Y CAJAL;cpcuarte@educa.aragon.es;976.463.295
50008976;ANTONIO MACHADO;colegio@colegioantoniomachado.com;976.460.860
50009026;LICEO EUROPA;info@liceoeuropa.com;976.565.000
44003156;VICTORIA DÍEZ;victoriadiez@planalfa.es;978.620.131
50005513;SAGRADA FAMILIA;sfamilia@csafa.com;976.560.125
50005537;MADRE MARÍA ROSA MOLAS;colegio@mariarosamolas.com;976.563.238
50005549;BRITÁNICO DE ARAGÓN;secretaria@britanico-aragon.edu;976.505.223
50005550;RICARDO MUR;cprmuzaragoza@educa.aragon.es;976.788.846
50005562;SAN MIGUEL;976771137@telefonica.net;976.771.137
50005574;GUSTAVO ADOLFO BÉCQUER;cpgabzaragoza@educa.aragon.es;976.780.345
44004884;DE VALDERROBRES;cpeavalderrobres@educa.aragon.es;978.890.899
44005190;SEGUNDO DE CHOMÓN;iescantavieja@educa.aragon.es;964.185.110
