ensenanza,curso,codmodalidad,modalidad,turno,exp,sexo,codcentro,centro,provincia,localidad,nmatriculado
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20040000172217,Mujer,50006797,PADRE ENRIQUE DE OSSÓ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20040000179918,Mujer,50006797,PADRE ENRIQUE DE OSSÓ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20040000182629,Mujer,50006797,PADRE ENRIQUE DE OSSÓ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20040000184529,Hombre,50010028,ALAÚN,Zaragoza,Alagón,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20040000381676,Mujer,50009221,SANTA AGATOCLIA,Zaragoza,Mequinenza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000186923,Mujer,50009221,SANTA AGATOCLIA,Zaragoza,Mequinenza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000200919,Mujer,50009166,JOSÉ MANUEL BLECUA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000214134,Hombre,50006797,PADRE ENRIQUE DE OSSÓ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000217246,Mujer,50007856,OBRA DIOCESANA SANTO DOMINGO DE SILOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000217419,Mujer,50009051,PLUS ULTRA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000217628,Hombre,50007856,OBRA DIOCESANA SANTO DOMINGO DE SILOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000217703,Hombre,50009166,JOSÉ MANUEL BLECUA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000218979,Mujer,50009051,PLUS ULTRA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000219207,Mujer,50007856,OBRA DIOCESANA SANTO DOMINGO DE SILOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000219450,Mujer,50009051,PLUS ULTRA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000220424,Hombre,50011781,VALLE DE TENA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000221391,Hombre,50010028,ALAÚN,Zaragoza,Alagón,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000221535,Mujer,50006797,PADRE ENRIQUE DE OSSÓ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000222401,Mujer,50011781,VALLE DE TENA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000222709,Hombre,50009166,JOSÉ MANUEL BLECUA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000222785,Hombre,50007856,OBRA DIOCESANA SANTO DOMINGO DE SILOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000223601,Mujer,50011781,VALLE DE TENA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000223653,Mujer,50006797,PADRE ENRIQUE DE OSSÓ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000224195,Hombre,50011781,VALLE DE TENA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000225125,Mujer,50006797,PADRE ENRIQUE DE OSSÓ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000225200,Hombre,50009166,JOSÉ MANUEL BLECUA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000225502,Mujer,50009166,JOSÉ MANUEL BLECUA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000226208,Mujer,50006797,PADRE ENRIQUE DE OSSÓ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000226322,Mujer,50011781,VALLE DE TENA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000226338,Mujer,50009051,PLUS ULTRA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000226943,Mujer,50009221,SANTA AGATOCLIA,Zaragoza,Mequinenza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000226973,Mujer,50011781,VALLE DE TENA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000227242,Hombre,50007856,OBRA DIOCESANA SANTO DOMINGO DE SILOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000227265,Hombre,50010028,ALAÚN,Zaragoza,Alagón,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000227279,Hombre,50011781,VALLE DE TENA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000227286,Mujer,50010028,ALAÚN,Zaragoza,Alagón,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000227295,Hombre,50010028,ALAÚN,Zaragoza,Alagón,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000228095,Hombre,50009221,SANTA AGATOCLIA,Zaragoza,Mequinenza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000228666,Mujer,50010028,ALAÚN,Zaragoza,Alagón,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20050000229173,Mujer,50009166,JOSÉ MANUEL BLECUA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000229956,Mujer,50007856,OBRA DIOCESANA SANTO DOMINGO DE SILOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000231474,Hombre,50009166,JOSÉ MANUEL BLECUA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000232372,Mujer,50006797,PADRE ENRIQUE DE OSSÓ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000233085,Hombre,50009166,JOSÉ MANUEL BLECUA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000238162,Mujer,50009221,SANTA AGATOCLIA,Zaragoza,Mequinenza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000238196,Hombre,50009051,PLUS ULTRA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000238583,Mujer,50011781,VALLE DE TENA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000239045,Mujer,50009166,JOSÉ MANUEL BLECUA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000243848,Mujer,50010028,ALAÚN,Zaragoza,Alagón,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000243933,Mujer,50009051,PLUS ULTRA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000243998,Mujer,50009051,PLUS ULTRA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000244280,Hombre,50010028,ALAÚN,Zaragoza,Alagón,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000245690,Mujer,50009051,PLUS ULTRA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000246081,Mujer,50009051,PLUS ULTRA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000247074,Mujer,50010028,ALAÚN,Zaragoza,Alagón,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000247375,Hombre,50010028,ALAÚN,Zaragoza,Alagón,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000248190,Hombre,50007856,OBRA DIOCESANA SANTO DOMINGO DE SILOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000249914,Mujer,50009051,PLUS ULTRA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20060000252072,Mujer,50007856,OBRA DIOCESANA SANTO DOMINGO DE SILOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20070000253560,Hombre,50011781,VALLE DE TENA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20070000254291,Mujer,50009051,PLUS ULTRA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20070000266029,Hombre,50007856,OBRA DIOCESANA SANTO DOMINGO DE SILOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20070000266985,Mujer,50009166,JOSÉ MANUEL BLECUA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20070000269298,Mujer,50009166,JOSÉ MANUEL BLECUA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20070000269391,Hombre,50006797,PADRE ENRIQUE DE OSSÓ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20070000269672,Hombre,50010028,ALAÚN,Zaragoza,Alagón,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20070000269808,Mujer,50009166,JOSÉ MANUEL BLECUA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20080000302315,Mujer,50010028,ALAÚN,Zaragoza,Alagón,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20080000318593,Mujer,50006797,PADRE ENRIQUE DE OSSÓ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20120000375693,Mujer,50009051,PLUS ULTRA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20120000380534,Hombre,50007856,OBRA DIOCESANA SANTO DOMINGO DE SILOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20120000381111,Mujer,50011781,VALLE DE TENA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20130000394192,Mujer,50007856,OBRA DIOCESANA SANTO DOMINGO DE SILOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20140000417048,Mujer,50006797,PADRE ENRIQUE DE OSSÓ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20150000436811,Mujer,50011781,VALLE DE TENA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20150000437244,Hombre,50007856,OBRA DIOCESANA SANTO DOMINGO DE SILOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20150000437297,Mujer,50007856,OBRA DIOCESANA SANTO DOMINGO DE SILOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20160000454082,Hombre,50009221,SANTA AGATOCLIA,Zaragoza,Mequinenza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20160000454099,Mujer,50007856,OBRA DIOCESANA SANTO DOMINGO DE SILOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20160000455666,Hombre,50011781,VALLE DE TENA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20160000457523,Mujer,50007856,OBRA DIOCESANA SANTO DOMINGO DE SILOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20160000457579,Mujer,50009166,JOSÉ MANUEL BLECUA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20170000471918,Hombre,50006797,PADRE ENRIQUE DE OSSÓ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20170000475987,Mujer,50006797,PADRE ENRIQUE DE OSSÓ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20180000491005,Mujer,50009221,SANTA AGATOCLIA,Zaragoza,Mequinenza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20180000491393,Mujer,50010028,ALAÚN,Zaragoza,Alagón,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20180000493701,Mujer,50006797,PADRE ENRIQUE DE OSSÓ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20180000494233,Hombre,50009051,PLUS ULTRA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20180000495371,Hombre,50009166,JOSÉ MANUEL BLECUA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20190000507036,Mujer,50009051,PLUS ULTRA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20190000507331,Mujer,50009051,PLUS ULTRA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB109,Servicios Comerciales,Diurno,20190000511418,Hombre,50011781,VALLE DE TENA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20040000181626,Hombre,44003247,FRANCÉS DE ARANDA,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20050000219032,Hombre,50006414,VIRGEN DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20050000219691,Hombre,50006414,VIRGEN DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20050000223928,Hombre,50006414,VIRGEN DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20050000224773,Hombre,50006414,VIRGEN DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20050000225771,Hombre,50006414,VIRGEN DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20050000226081,Hombre,50006414,VIRGEN DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20060000236208,Hombre,50006414,VIRGEN DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20060000237994,Mujer,44005098,DAMIÁN FORMENT,Teruel,Alcorisa,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20060000238325,Hombre,44003247,FRANCÉS DE ARANDA,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20060000238942,Hombre,44003247,FRANCÉS DE ARANDA,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20060000240203,Hombre,44003247,FRANCÉS DE ARANDA,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20060000248198,Hombre,50006414,VIRGEN DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20060000248503,Hombre,50006414,VIRGEN DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20160000456904,Hombre,50006414,VIRGEN DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20170000470192,Hombre,50006414,VIRGEN DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20170000470719,Hombre,44003247,FRANCÉS DE ARANDA,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20170000476498,Hombre,50006414,VIRGEN DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20180000492348,Hombre,50006414,VIRGEN DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20180000493651,Hombre,50006414,VIRGEN DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20190000507732,Hombre,44003247,FRANCÉS DE ARANDA,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20190000510683,Hombre,50006414,VIRGEN DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20190000511539,Hombre,50006414,VIRGEN DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB110,Carpintería y Mueble,Diurno,20190000511580,Hombre,44003247,FRANCÉS DE ARANDA,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional Básica,1,FPB111,Reforma y Mantenimiento de Edificios,Diurno,20040000180771,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional Básica,1,FPB111,Reforma y Mantenimiento de Edificios,Diurno,20040000184726,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional Básica,1,FPB111,Reforma y Mantenimiento de Edificios,Diurno,20050000187516,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional Básica,1,FPB111,Reforma y Mantenimiento de Edificios,Diurno,20050000190103,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional Básica,1,FPB111,Reforma y Mantenimiento de Edificios,Diurno,20050000218309,Mujer,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional Básica,1,FPB111,Reforma y Mantenimiento de Edificios,Diurno,20050000227228,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional Básica,1,FPB111,Reforma y Mantenimiento de Edificios,Diurno,20060000232061,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional Básica,1,FPB111,Reforma y Mantenimiento de Edificios,Diurno,20060000241389,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional Básica,1,FPB111,Reforma y Mantenimiento de Edificios,Diurno,20060000242185,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional Básica,1,FPB111,Reforma y Mantenimiento de Edificios,Diurno,20070000274991,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional Básica,1,FPB111,Reforma y Mantenimiento de Edificios,Diurno,20120000380709,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional Básica,1,FPB111,Reforma y Mantenimiento de Edificios,Diurno,20140000419488,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional Básica,1,FPB111,Reforma y Mantenimiento de Edificios,Diurno,20180000488220,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional Básica,1,FPB111,Reforma y Mantenimiento de Edificios,Diurno,20180000490928,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional Básica,1,FPB111,Reforma y Mantenimiento de Edificios,Diurno,20190000508093,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional Básica,1,FPB111,Reforma y Mantenimiento de Edificios,Diurno,20190000510805,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional Básica,1,FPB111,Reforma y Mantenimiento de Edificios,Diurno,20190000511616,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional Básica,1,FPB112,Arreglo y Reparación de Artículos Textiles y de Piel,Diurno,20040000171512,Mujer,50008460,LUIS BUÑUEL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB112,Arreglo y Reparación de Artículos Textiles y de Piel,Diurno,20040000184204,Mujer,50008460,LUIS BUÑUEL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB112,Arreglo y Reparación de Artículos Textiles y de Piel,Diurno,20050000185471,Mujer,50008460,LUIS BUÑUEL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB112,Arreglo y Reparación de Artículos Textiles y de Piel,Diurno,20050000217851,Hombre,50008460,LUIS BUÑUEL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB112,Arreglo y Reparación de Artículos Textiles y de Piel,Diurno,20050000220858,Mujer,50008460,LUIS BUÑUEL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB112,Arreglo y Reparación de Artículos Textiles y de Piel,Diurno,20050000221991,Hombre,50008460,LUIS BUÑUEL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB112,Arreglo y Reparación de Artículos Textiles y de Piel,Diurno,20050000228008,Hombre,50008460,LUIS BUÑUEL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB112,Arreglo y Reparación de Artículos Textiles y de Piel,Diurno,20060000234066,Mujer,50008460,LUIS BUÑUEL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB112,Arreglo y Reparación de Artículos Textiles y de Piel,Diurno,20060000250311,Mujer,50008460,LUIS BUÑUEL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB112,Arreglo y Reparación de Artículos Textiles y de Piel,Diurno,20070000268645,Mujer,50008460,LUIS BUÑUEL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB112,Arreglo y Reparación de Artículos Textiles y de Piel,Diurno,20110000361321,Mujer,50008460,LUIS BUÑUEL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB112,Arreglo y Reparación de Artículos Textiles y de Piel,Diurno,20150000438815,Hombre,50008460,LUIS BUÑUEL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB112,Arreglo y Reparación de Artículos Textiles y de Piel,Diurno,20170000471620,Mujer,50008460,LUIS BUÑUEL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB112,Arreglo y Reparación de Artículos Textiles y de Piel,Diurno,20190000511507,Hombre,50008460,LUIS BUÑUEL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB115,Actividades Agropecuarias,Diurno,20030000010394,Mujer,50008629,E.F.A. EL SALTO,Zaragoza,Zuera,1
Ciclos Formativos de Formación Profesional Básica,1,FPB115,Actividades Agropecuarias,Diurno,20040000177070,Hombre,50008629,E.F.A. EL SALTO,Zaragoza,Zuera,1
