"codigo":"ACA301","denominacion":"Gestión y Organización de Empresas Agropecuarias","grado":" "-n-"codigo":"MONTEARAGÓN","tipo":"Centro público"
"codigo":"ENA302","denominacion":"Energías Renovables","grado":"SUPERIOR "-n-"codigo":"PIRÁMIDE","tipo":"Centro público"
"codigo":"EOC201","denominacion":"Obras de Interior, Decoración y Rehabilitación","grado":"MEDIO "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"EOC203","denominacion":"Construcción","grado":"MEDIO "-n-"codigo":"FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN","tipo":"Centro privado"
"codigo":"EOC301","denominacion":"Proyectos de Edificación","grado":"SUPERIOR "-n-"codigo":"PIRÁMIDE","tipo":"Centro público"
"codigo":"EOC301","denominacion":"Proyectos de Edificación","grado":"SUPERIOR "-n-"codigo":"CORONA DE ARAGÓN","tipo":"Centro público"
"codigo":"EOC302","denominacion":"Proyectos de obra civil","grado":"SUPERIOR "-n-"codigo":"CORONA DE ARAGÓN","tipo":"Centro público"
"codigo":"EOC303","denominacion":"Organización y Control de Obras de Construcción","grado":" "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"FME202","denominacion":"Mecanizado","grado":"Medio "-n-"codigo":"SANTO DOMINGO SAVIO","tipo":"Centro privado"
"codigo":"FME202","denominacion":"Mecanizado","grado":"Medio "-n-"codigo":"LA LLITERA","tipo":"Centro público"
"codigo":"FME202","denominacion":"Mecanizado","grado":"Medio "-n-"codigo":"EMILIO JIMENO","tipo":"Centro público"
"codigo":"FME202","denominacion":"Mecanizado","grado":"Medio "-n-"codigo":"SALESIANO NTRA. SRA.DEL PILAR","tipo":"Centro privado"
"codigo":"FME202","denominacion":"Mecanizado","grado":"Medio "-n-"codigo":"LA SALLE-SANTO ANGEL","tipo":"Centro privado"
"codigo":"FME202","denominacion":"Mecanizado","grado":"Medio "-n-"codigo":"CORONA DE ARAGÓN","tipo":"Centro público"
"codigo":"FME202","denominacion":"Mecanizado","grado":"Medio "-n-"codigo":"CORONA DE ARAGÓN","tipo":"Centro público"
"codigo":"FME203","denominacion":"Soldadura y Calderería","grado":"MEDIO "-n-"codigo":"MONTEARAGÓN","tipo":"Centro público"
"codigo":"FME203","denominacion":"Soldadura y Calderería","grado":"MEDIO "-n-"codigo":"SALESIANOS LAVIAGA-CASTILLO","tipo":"Centro privado"
"codigo":"FME203","denominacion":"Soldadura y Calderería","grado":"MEDIO "-n-"codigo":"SAN VALERO","tipo":"Centro privado"
"codigo":"FME203","denominacion":"Soldadura y Calderería","grado":"MEDIO "-n-"codigo":"ARSENIO JIMENO","tipo":"Centro privado"
"codigo":"FME203","denominacion":"Soldadura y Calderería","grado":"MEDIO "-n-"codigo":"MARÍA MOLINER","tipo":"Centro público"
"codigo":"FME203","denominacion":"Soldadura y Calderería","grado":"MEDIO "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"FME301","denominacion":"Construcciones Metálicas","grado":"SUPERIOR "-n-"codigo":"SAN VALERO","tipo":"Centro privado"
"codigo":"FME301","denominacion":"Construcciones Metálicas","grado":"SUPERIOR "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"FME302","denominacion":"Diseño en Fabricación Mecánica","grado":"SUPERIOR "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"FME304","denominacion":"Programación de la Producción en Fabricación Mecánica","grado":"SUPERIOR "-n-"codigo":"SAN VALERO","tipo":"Centro privado"
"codigo":"FME304","denominacion":"Programación de la Producción en Fabricación Mecánica","grado":"SUPERIOR "-n-"codigo":"SALESIANO NTRA. SRA.DEL PILAR","tipo":"Centro privado"
"codigo":"FME304","denominacion":"Programación de la Producción en Fabricación Mecánica","grado":"SUPERIOR "-n-"codigo":"LA SALLE-SANTO ANGEL","tipo":"Centro privado"
"codigo":"FME304","denominacion":"Programación de la Producción en Fabricación Mecánica","grado":"SUPERIOR "-n-"codigo":"CORONA DE ARAGÓN","tipo":"Centro público"
"codigo":"FME305","denominacion":"Programación de la producción en moldeo de metales y polímeros","grado":"SUPERIOR "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"FME305","denominacion":"Programación de la producción en moldeo de metales y polímeros","grado":"SUPERIOR "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"HERMANOS ARGENSOLA","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"BAJO CINCA","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"RAMÓN Y CAJAL","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"JOSÉ MOR DE FUENTES","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"BIELLO ARAGÓN","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"MONEGROS-GASPAR LAX","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"BAJO ARAGÓN","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"PABLO SERRANO","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"PABLO SERRANO","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"SANTA EMERENCIANA","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"FERNANDO LÁZARO CARRETER","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"CABAÑAS","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"LEONARDO DE CHABACIER","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"MAR DE ARAGÓN","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"RODANAS","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"BENJAMÍN JARNÉS","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"SIGLO XXI","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"TUBALCAÍN","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"PEDRO CERRADA","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"LA PURÍSIMA PARA NIÑOS SORDOS","tipo":"Centro privado"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"ACADEMIA MARCO","tipo":"Centro privado"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"CONDES DE ARAGÓN","tipo":"Centro privado"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"EL BUEN PASTOR","tipo":"Centro privado"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"MARÍA AUXILIADORA","tipo":"Centro privado"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"SAN VICENTE DE PAÚL","tipo":"Centro privado"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"CORONA DE ARAGÓN","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"MIGUEL CATALÁN","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"ÍTACA","tipo":"Centro público"
"codigo":"FPB101","denominacion":"Servicios Administrativos","grado":"FP BÁSICA "-n-"codigo":"GALLICUM","tipo":"Centro público"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"RAMÓN J. SENDER","tipo":"Centro público"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"BIELLO ARAGÓN","tipo":"Centro público"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"MONEGROS-GASPAR LAX","tipo":"Centro público"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"BAJO ARAGÓN","tipo":"Centro público"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"PABLO SERRANO","tipo":"Centro público"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"PABLO SERRANO","tipo":"Centro público"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"SEGUNDO DE CHOMÓN","tipo":"Centro público"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"SALESIANOS LAVIAGA-CASTILLO","tipo":"Centro privado"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"BENJAMÍN JARNÉS","tipo":"Centro público"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"SANTA AGATOCLIA","tipo":"Centro privado"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"SIGLO XXI","tipo":"Centro público"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"PEDRO CERRADA","tipo":"Centro público"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"SAN VALERO","tipo":"Centro privado"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"ACADEMIA MARCO","tipo":"Centro privado"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"CONDES DE ARAGÓN","tipo":"Centro privado"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"OBRA DIOCESANA SANTO DOMINGO DE SILOS","tipo":"Centro privado"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"SALESIANO NTRA. SRA.DEL PILAR","tipo":"Centro privado"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"LA SALLE-SANTO ANGEL","tipo":"Centro privado"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"ANDALÁN","tipo":"Centro público"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"CORONA DE ARAGÓN","tipo":"Centro público"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"JOSÉ MANUEL BLECUA","tipo":"Centro público"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"RÍO GÁLLEGO","tipo":"Centro público"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"TIEMPOS MODERNOS","tipo":"Centro público"
"codigo":"FPB102","denominacion":"Electricidad y Electrónica","grado":"FP BÁSICA "-n-"codigo":"GALLICUM","tipo":"Centro público"
"codigo":"FPB103","denominacion":"Fabricación y Montaje","grado":"FP BÁSICA "-n-"codigo":"SIERRA DE SAN QUÍLEZ","tipo":"Centro público"
"codigo":"FPB103","denominacion":"Fabricación y Montaje","grado":"FP BÁSICA "-n-"codigo":"MONTEARAGÓN","tipo":"Centro público"
"codigo":"FPB103","denominacion":"Fabricación y Montaje","grado":"FP BÁSICA "-n-"codigo":"SANTO DOMINGO SAVIO","tipo":"Centro privado"
"codigo":"FPB103","denominacion":"Fabricación y Montaje","grado":"FP BÁSICA "-n-"codigo":"LA LLITERA","tipo":"Centro público"
"codigo":"FPB103","denominacion":"Fabricación y Montaje","grado":"FP BÁSICA "-n-"codigo":"SALVADOR VICTORIA","tipo":"Centro público"
"codigo":"FPB103","denominacion":"Fabricación y Montaje","grado":"FP BÁSICA "-n-"codigo":"FERNANDO LÁZARO CARRETER","tipo":"Centro público"
"codigo":"FPB103","denominacion":"Fabricación y Montaje","grado":"FP BÁSICA "-n-"codigo":"SALESIANOS LAVIAGA-CASTILLO","tipo":"Centro privado"
"codigo":"FPB103","denominacion":"Fabricación y Montaje","grado":"FP BÁSICA "-n-"codigo":"SAN VALERO","tipo":"Centro privado"
"codigo":"FPB103","denominacion":"Fabricación y Montaje","grado":"FP BÁSICA "-n-"codigo":"MARÍA MOLINER","tipo":"Centro público"
"codigo":"FPB103","denominacion":"Fabricación y Montaje","grado":"FP BÁSICA "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"FPB104","denominacion":"Informática y Comunicaciones","grado":"FP BÁSICA "-n-"codigo":"PIRÁMIDE","tipo":"Centro público"
"codigo":"FPB104","denominacion":"Informática y Comunicaciones","grado":"FP BÁSICA "-n-"codigo":"JOSÉ MOR DE FUENTES","tipo":"Centro público"
"codigo":"FPB104","denominacion":"Informática y Comunicaciones","grado":"FP BÁSICA "-n-"codigo":"VALLE DEL GUADALOPE","tipo":"Centro público"
"codigo":"FPB104","denominacion":"Informática y Comunicaciones","grado":"FP BÁSICA "-n-"codigo":"VEGA DEL TURIA","tipo":"Centro público"
"codigo":"FPB104","denominacion":"Informática y Comunicaciones","grado":"FP BÁSICA "-n-"codigo":"CONDE ARANDA","tipo":"Centro público"
"codigo":"FPB104","denominacion":"Informática y Comunicaciones","grado":"FP BÁSICA "-n-"codigo":"ÁNGEL SANZ BRIZ","tipo":"Centro público"
"codigo":"FPB104","denominacion":"Informática y Comunicaciones","grado":"FP BÁSICA "-n-"codigo":"CEFOR IZQUIERDO","tipo":"Centro privado"
"codigo":"FPB104","denominacion":"Informática y Comunicaciones","grado":"FP BÁSICA "-n-"codigo":"ESCUELAS PÍAS DE SANTA ENGRACIA","tipo":"Centro privado"
"codigo":"FPB104","denominacion":"Informática y Comunicaciones","grado":"FP BÁSICA "-n-"codigo":"OBRA DIOCESANA SANTO DOMINGO DE SILOS","tipo":"Centro privado"
"codigo":"FPB104","denominacion":"Informática y Comunicaciones","grado":"FP BÁSICA "-n-"codigo":"SALESIANO NTRA. SRA.DEL PILAR","tipo":"Centro privado"
"codigo":"FPB104","denominacion":"Informática y Comunicaciones","grado":"FP BÁSICA "-n-"codigo":"FÉLIX DE AZARA","tipo":"Centro público"
"codigo":"FPB104","denominacion":"Informática y Comunicaciones","grado":"FP BÁSICA "-n-"codigo":"MIGUEL DE MOLINOS","tipo":"Centro público"
"codigo":"FPB105","denominacion":"Cocina y Restauración","grado":"FP BÁSICA "-n-"codigo":"SAN JOSÉ DE CALASANZ","tipo":"Centro privado"
"codigo":"FPB105","denominacion":"Cocina y Restauración","grado":"FP BÁSICA "-n-"codigo":"SAN LORENZO","tipo":"Centro público"
"codigo":"FPB105","denominacion":"Cocina y Restauración","grado":"FP BÁSICA "-n-"codigo":"BIELLO ARAGÓN","tipo":"Centro público"
"codigo":"FPB105","denominacion":"Cocina y Restauración","grado":"FP BÁSICA "-n-"codigo":"NTRA. SRA. DE GUAYENTE","tipo":"Centro privado"
"codigo":"FPB105","denominacion":"Cocina y Restauración","grado":"FP BÁSICA "-n-"codigo":"LOBETANO","tipo":"Centro público"
"codigo":"FPB105","denominacion":"Cocina y Restauración","grado":"FP BÁSICA "-n-"codigo":"PABLO SERRANO","tipo":"Centro público"
"codigo":"FPB105","denominacion":"Cocina y Restauración","grado":"FP BÁSICA "-n-"codigo":"ESCUELA DE HOSTELERÍA DE TERUEL","tipo":"Centro público"
"codigo":"FPB105","denominacion":"Cocina y Restauración","grado":"FP BÁSICA "-n-"codigo":"MATARRAÑA","tipo":"Centro público"
"codigo":"FPB105","denominacion":"Cocina y Restauración","grado":"FP BÁSICA "-n-"codigo":"ZAURÍN","tipo":"Centro público"
"codigo":"FPB105","denominacion":"Cocina y Restauración","grado":"FP BÁSICA "-n-"codigo":"JUAN DE LANUZA","tipo":"Centro público"
"codigo":"FPB105","denominacion":"Cocina y Restauración","grado":"FP BÁSICA "-n-"codigo":"MAR DE ARAGÓN","tipo":"Centro público"
"codigo":"FPB105","denominacion":"Cocina y Restauración","grado":"FP BÁSICA "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"FPB105","denominacion":"Cocina y Restauración","grado":"FP BÁSICA "-n-"codigo":"PEDRO DE LUNA","tipo":"Centro público"
"codigo":"FPB106","denominacion":"Mantenimiento de Vehículos","grado":"FP BÁSICA "-n-"codigo":"MARTÍNEZ VARGAS","tipo":"Centro público"
"codigo":"FPB106","denominacion":"Mantenimiento de Vehículos","grado":"FP BÁSICA "-n-"codigo":"SIERRA DE GUARA","tipo":"Centro público"
"codigo":"FPB106","denominacion":"Mantenimiento de Vehículos","grado":"FP BÁSICA "-n-"codigo":"PIRINEOS","tipo":"Centro público"
"codigo":"FPB106","denominacion":"Mantenimiento de Vehículos","grado":"FP BÁSICA "-n-"codigo":"BAJO ARAGÓN","tipo":"Centro público"
"codigo":"FPB106","denominacion":"Mantenimiento de Vehículos","grado":"FP BÁSICA "-n-"codigo":"SEGUNDO DE CHOMÓN","tipo":"Centro público"
"codigo":"FPB106","denominacion":"Mantenimiento de Vehículos","grado":"FP BÁSICA "-n-"codigo":"SIGLO XXI","tipo":"Centro público"
"codigo":"FPB106","denominacion":"Mantenimiento de Vehículos","grado":"FP BÁSICA "-n-"codigo":"TUBALCAÍN","tipo":"Centro público"
"codigo":"FPB106","denominacion":"Mantenimiento de Vehículos","grado":"FP BÁSICA "-n-"codigo":"PEDRO CERRADA","tipo":"Centro público"
"codigo":"FPB106","denominacion":"Mantenimiento de Vehículos","grado":"FP BÁSICA "-n-"codigo":"ARSENIO JIMENO","tipo":"Centro privado"
"codigo":"FPB106","denominacion":"Mantenimiento de Vehículos","grado":"FP BÁSICA "-n-"codigo":"OBRA DIOCESANA SANTO DOMINGO DE SILOS","tipo":"Centro privado"
"codigo":"FPB106","denominacion":"Mantenimiento de Vehículos","grado":"FP BÁSICA "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"FPB106","denominacion":"Mantenimiento de Vehículos","grado":"FP BÁSICA "-n-"codigo":"RÍO GÁLLEGO","tipo":"Centro público"
"codigo":"FPB107","denominacion":"Agrojardinería y Composiciones Florales","grado":"FP BÁSICA "-n-"codigo":"REYES CATÓLICOS","tipo":"Centro público"
"codigo":"FPB107","denominacion":"Agrojardinería y Composiciones Florales","grado":"FP BÁSICA "-n-"codigo":"RODANAS","tipo":"Centro público"
"codigo":"FPB107","denominacion":"Agrojardinería y Composiciones Florales","grado":"FP BÁSICA "-n-"codigo":"DE MOVERA","tipo":"Centro público"
"codigo":"FPB107","denominacion":"Agrojardinería y Composiciones Florales","grado":"FP BÁSICA "-n-"codigo":"PABLO GARGALLO","tipo":"Centro público"
"codigo":"FPB108","denominacion":"Peluquería y Estética","grado":"FP BÁSICA "-n-"codigo":"SIERRA DE SAN QUÍLEZ","tipo":"Centro público"
"codigo":"FPB108","denominacion":"Peluquería y Estética","grado":"FP BÁSICA "-n-"codigo":"SEGUNDO DE CHOMÓN","tipo":"Centro público"
"codigo":"FPB108","denominacion":"Peluquería y Estética","grado":"FP BÁSICA "-n-"codigo":"E.F.A. LA NORIA","tipo":"Centro privado"
"codigo":"FPB108","denominacion":"Peluquería y Estética","grado":"FP BÁSICA "-n-"codigo":"VALLE DE TENA","tipo":"Centro privado"
"codigo":"FPB108","denominacion":"Peluquería y Estética","grado":"FP BÁSICA "-n-"codigo":"NTRA. SRA. DEL CARMEN Y SAN JOSÉ","tipo":"Centro privado"
"codigo":"FPB108","denominacion":"Peluquería y Estética","grado":"FP BÁSICA "-n-"codigo":"SANTIAGO HERNÁNDEZ","tipo":"Centro público"
"codigo":"FPB109","denominacion":"Servicios Comerciales","grado":"FP BÁSICA "-n-"codigo":"ALAÚN","tipo":"Centro privado"
"codigo":"FPB109","denominacion":"Servicios Comerciales","grado":"FP BÁSICA "-n-"codigo":"SANTA AGATOCLIA","tipo":"Centro privado"
"codigo":"FPB109","denominacion":"Servicios Comerciales","grado":"FP BÁSICA "-n-"codigo":"PLUS ULTRA","tipo":"Centro privado"
"codigo":"FPB109","denominacion":"Servicios Comerciales","grado":"FP BÁSICA "-n-"codigo":"VALLE DE TENA","tipo":"Centro privado"
"codigo":"FPB109","denominacion":"Servicios Comerciales","grado":"FP BÁSICA "-n-"codigo":"OBRA DIOCESANA SANTO DOMINGO DE SILOS","tipo":"Centro privado"
"codigo":"FPB109","denominacion":"Servicios Comerciales","grado":"FP BÁSICA "-n-"codigo":"PADRE ENRIQUE DE OSSÓ","tipo":"Centro privado"
"codigo":"FPB109","denominacion":"Servicios Comerciales","grado":"FP BÁSICA "-n-"codigo":"JOSÉ MANUEL BLECUA","tipo":"Centro público"
"codigo":"FPB111","denominacion":"Reforma y Mantenimiento de Edificios","grado":"FP BÁSICA "-n-"codigo":"FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN","tipo":"Centro privado"
"codigo":"FPB112","denominacion":"Arreglo y Reparación de Artículos Textiles y de Piel","grado":"FP BÁSICA "-n-"codigo":"LUIS BUÑUEL","tipo":"Centro público"
"codigo":"FPB115","denominacion":"Actividades Agropecuarias","grado":"FP BÁSICA "-n-"codigo":"MAR DE ARAGÓN","tipo":"Centro público"
"codigo":"FPB115","denominacion":"Actividades Agropecuarias","grado":"FP BÁSICA "-n-"codigo":"RÍO ARBA","tipo":"Centro público"
"codigo":"FPB115","denominacion":"Actividades Agropecuarias","grado":"FP BÁSICA "-n-"codigo":"E.F.A. EL SALTO","tipo":"Centro privado"
"codigo":"FPB116","denominacion":"Aprovechamientos Forestales","grado":"FP BÁSICA "-n-"codigo":"MONTEARAGÓN","tipo":"Centro público"
"codigo":"FPB116","denominacion":"Aprovechamientos Forestales","grado":"FP BÁSICA "-n-"codigo":"DE SAN BLAS","tipo":"Centro público"
"codigo":"FPB116","denominacion":"Aprovechamientos Forestales","grado":"FP BÁSICA "-n-"codigo":"E.F.A. BOALARES","tipo":"Centro privado"
"codigo":"FPB116","denominacion":"Aprovechamientos Forestales","grado":"FP BÁSICA "-n-"codigo":"SIERRA DE LA VIRGEN","tipo":"Centro público"
"codigo":"FPB117","denominacion":"Artes Gráficas","grado":"FP BÁSICA "-n-"codigo":"PILAR LORENGAR","tipo":"Centro público"
"codigo":"FPB119","denominacion":"Industrias Alimentarias","grado":"FP BÁSICA "-n-"codigo":"VALLE DEL JILOCA","tipo":"Centro público"
"codigo":"FPB121","denominacion":"Informática de Oficina","grado":"FP BÁSICA "-n-"codigo":"RÍO ARBA","tipo":"Centro público"
"codigo":"FPB124","denominacion":"Profesional básico en mantenimiento de viviendas","grado":" "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"FPB125","denominacion":"Profesional básico en fabricación de elementos metálicos","grado":" "-n-"codigo":"FERNANDO LÁZARO CARRETER","tipo":"Centro público"
"codigo":"FPB125","denominacion":"Profesional básico en fabricación de elementos metálicos","grado":" "-n-"codigo":"LA SALLE-SANTO ANGEL","tipo":"Centro privado"
"codigo":"FPB126","denominacion":"Profesional básico en instalaciones electrotécnicas y mecánica","grado":" "-n-"codigo":"EMILIO JIMENO","tipo":"Centro público"
"codigo":"FPB126","denominacion":"Profesional básico en instalaciones electrotécnicas y mecánica","grado":" "-n-"codigo":"CINCO VILLAS","tipo":"Centro público"
"codigo":"HOT201","denominacion":"Cocina y Gastronomía","grado":"MEDIO "-n-"codigo":"SAN LORENZO","tipo":"Centro público"
"codigo":"HOT201","denominacion":"Cocina y Gastronomía","grado":"MEDIO "-n-"codigo":"NTRA. SRA. DE GUAYENTE","tipo":"Centro privado"
"codigo":"HOT201","denominacion":"Cocina y Gastronomía","grado":"MEDIO "-n-"codigo":"PABLO SERRANO","tipo":"Centro público"
"codigo":"HOT201","denominacion":"Cocina y Gastronomía","grado":"MEDIO "-n-"codigo":"PABLO SERRANO","tipo":"Centro público"
"codigo":"HOT201","denominacion":"Cocina y Gastronomía","grado":"MEDIO "-n-"codigo":"ESCUELA DE HOSTELERÍA DE TERUEL","tipo":"Centro público"
"codigo":"HOT201","denominacion":"Cocina y Gastronomía","grado":"MEDIO "-n-"codigo":"MATARRAÑA","tipo":"Centro público"
"codigo":"HOT201","denominacion":"Cocina y Gastronomía","grado":"MEDIO "-n-"codigo":"ZAURÍN","tipo":"Centro público"
"codigo":"HOT201","denominacion":"Cocina y Gastronomía","grado":"MEDIO "-n-"codigo":"JUAN DE LANUZA","tipo":"Centro público"
"codigo":"HOT201","denominacion":"Cocina y Gastronomía","grado":"MEDIO "-n-"codigo":"MAR DE ARAGÓN","tipo":"Centro público"
"codigo":"HOT201","denominacion":"Cocina y Gastronomía","grado":"MEDIO "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"HOT203","denominacion":"Servicios en Restauración","grado":"MEDIO "-n-"codigo":"SAN LORENZO","tipo":"Centro público"
"codigo":"HOT203","denominacion":"Servicios en Restauración","grado":"MEDIO "-n-"codigo":"NTRA. SRA. DE GUAYENTE","tipo":"Centro privado"
"codigo":"HOT203","denominacion":"Servicios en Restauración","grado":"MEDIO "-n-"codigo":"ESCUELA DE HOSTELERÍA DE TERUEL","tipo":"Centro público"
"codigo":"HOT203","denominacion":"Servicios en Restauración","grado":"MEDIO "-n-"codigo":"MATARRAÑA","tipo":"Centro público"
"codigo":"HOT203","denominacion":"Servicios en Restauración","grado":"MEDIO "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"HOT301","denominacion":"Agencias de Viajes y Gestión de Eventos","grado":"SUPERIOR "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"HOT301","denominacion":"Agencias de Viajes y Gestión de Eventos","grado":"SUPERIOR "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"HOT302","denominacion":"Gestión de Alojamientos Turísticos","grado":"SUPERIOR "-n-"codigo":"SAN LORENZO","tipo":"Centro público"
"codigo":"HOT302","denominacion":"Gestión de Alojamientos Turísticos","grado":"SUPERIOR "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"HOT303","denominacion":"Guía, Información y Asistencia Turísticas","grado":"SUPERIOR "-n-"codigo":"SAN LORENZO","tipo":"Centro público"
"codigo":"HOT303","denominacion":"Guía, Información y Asistencia Turísticas","grado":"SUPERIOR "-n-"codigo":"ESCUELA DE HOSTELERÍA DE TERUEL","tipo":"Centro público"
